name,dex_id,short_desc,long_desc,height,weight,gen_introduced,types,abilities,pre_evolution,evolution_condition,evolutions,is_mega,megas,move_set,health,attack,defense,sp_attack,sp_defense,speed,ev_yield,pokemon_db_source,bulbapedia_source
Gogoat,673,Gogoat is a Grass type Pokémon introduced in Generation 6. It is known as the Mount Pokémon.,"Gogoat is a quadruped, hoofed Pokémon similar to a goat. The fur on its face is white with fluffier fur on the chin and the back of its head is dark brown. It has black nose, red eyes encircled by black markings, a brown blaze down the middle of its face, and rounded ears. On top of its head is a pair of curving black horns that extend over its back. It is covered in shaggy, brown fur that is darker across the back and lighter around the belly and legs. Around its neck is a thick, green leafy mane that extends down its back and ends in a short, bushy tail. The fur on its legs is shorter than the rest of their body; it is dark brown on the upper leg and white around the feet. Each foot ends in a cloven, brownish-orange hoof.

Gogoat is known to have empathic abilities that allow to sense the feelings of whoever grips its horns. It does this by sensing subtle changes to the grip, and this ability is so acute that it can move as if it and its rider were one being. In the wild, Gogoat lives in herds in mountainous regions. The leader of the herd is decided through battles with its horns.
",1.7,91.0,6,,"Sap Sipper, Grass Pelt",Skiddo,(Level 32),,False,,"Superpower, Toxic, Leech Seed, Iron Tail, Tackle, Tail Whip, Razor Leaf, Rain Dance, Payback, Wild Charge, Grassy Terrain, Worry Seed, Rest, Grass Knot, Retaliate, Zen Headbutt, Return, Strength, Vine Whip, Bulldoze, Substitute, Leaf Blade, Brick Break, Synthesis, Take Down, Roar, Facade, Earthquake, Nature Power, Rock Slide, Swagger, Dig, Aerial Ace, Defense Curl, Rock Smash, Secret Power, Giga Impact, Hidden Power, Growth, Stomping Tantrum, Milk Drink, Double Team, Seed Bomb, Horn Leech, Frustration, Bulk Up, Double-Edge, Energy Ball, Rollout, Round, Bounce, Hyper Beam, Work Up, Sunny Day, Protect, Giga Drain, Sleep Talk, Surf, Solar Beam, Attract, Confide, Snore",123,100,62,97,81,68,{'health': 2},https://pokemondb.net/pokedex/gogoat,http://bulbapedia.bulbagarden.net/wiki/Gogoat_(Pok%C3%A9mon)
Pancham,674,Pancham is a Fighting type Pokémon introduced in Generation 6. It is known as the Playful Pokémon.,"Pancham is a bipedal, mammalian Pokémon that resembles a young panda. Its head and short, puffy tail are white. It has a triangular black nose, rounded black ears, black circles around its eyes, and tufts of fur on top of its head and on each cheek. Its upper body and hind feet are black, while the lower body is a dark gray. Where the two colors meet the dark gray forms a three-pointed pattern on its chest. There are three digits on each paw and small, dark brown circular pads on the soles of its black hind paws. Pancham carries a small, green leaf in its mouth. There is no actual purpose behind this leaf, aside from an attempt to look cool.

Pancham looks up to Pangoro as a leader and tries to emulate its behavior. If Pancham makes a big mistake, Pangoro will take away its leaf. It tries to make itself look serious to its foes, but its glare is not intimidating enough. Despite its attempts to look frightening, it cannot help grinning if patted on the head. In the past, Parting Shot was its signature move.
",0.6,8.0,6,,"Iron Fist, Mold Breaker, Scrappy",,,Pangoro,False,,"Superpower, Vital Throw, Tackle, Knock Off, Karate Chop, Low Kick, Crunch, Comet Punch, Zen Headbutt, Return, Swords Dance, Spite, Drain Punch, Power Trip, Quash, Brick Break, Endeavor, Facade, Dig, Swagger, Rock Smash, Secret Power, Thunder Punch, Rock Tomb, Entrainment, Attract, Quick Guard, Round, Protect, Sunny Day, Fire Punch, Surf, Power-Up Punch, Snatch, Ice Punch, Confide, Toxic, Me First, Uproar, Rain Dance, Arm Thrust, Cut, Rest, Gunk Shot, Dual Chop, Grass Knot, Parting Shot, Iron Head, Retaliate, Strength, Sludge Bomb, Stone Edge, Echoed Voice, Bulldoze, Substitute, Roar, Helping Hand, Body Slam, Low Sweep, Storm Throw, Covet, False Swipe, Rock Slide, Dark Pulse, Aerial Ace, Circle Throw, Hidden Power, Sky Uppercut, Double Team, Frustration, Bulk Up, Leer, Block, Work Up, Foul Play, Focus Punch, Shadow Claw, Sleep Talk, Torment, Fling, Payback, Slash, Snore, Hyper Voice",67,82,62,46,48,43,{'attack': 1},https://pokemondb.net/pokedex/pancham,http://bulbapedia.bulbagarden.net/wiki/Pancham_(Pok%C3%A9mon)
Pangoro,675,Pangoro is a Fighting/Dark type Pokémon introduced in Generation 6. It is known as the Daunting Pokémon.,"Pangoro is a large bipedal Pokémon resembling a humanoid panda bear. It has a stocky build with a round belly, short legs, and long arms with large paws. Its head and belly are covered in thick white fur, while its lower body, chest, arms, and back are covered in equally thick dark gray fur. A long cape of this dark gray fur hangs down behind its back; in combination with the rest of the dark-furred pattern, this gives the impression that Pangoro is wearing a long coat and trousers. Pangoro's three-fingered paws have shorter, darker fur and are tipped with black claws. It has a blunt snout with a triangular black nose, rounded black ears, prominent fangs in its lower jaw, and black semicircles under its brow that make its eyes indistinguishable. Pangoro likes to carry a thin-stemmed shoot with two leaves in its mouth. This small bamboo shoot is used to sense the movements of those around it.

Despite its cantankerous demeanor, Pangoro does not tolerate those who pick on the weak. With arms powerful enough to snap a telephone pole, it charges into battle like a berserker heedless of any damage it might suffer. In the past, Parting Shot was its signature move.
",2.1,136.0,6,"Fighting, Dark","Iron Fist, Mold Breaker, Scrappy",Pancham,"(Level 32, Dark type Pokémon in party)",,False,,"Embargo, Superpower, Vital Throw, Tackle, Knock Off, Payback, Poison Jab, Karate Chop, Taunt, Low Kick, Throat Chop, Crunch, Outrage, Comet Punch, Bullet Punch, Zen Headbutt, Return, Swords Dance, Spite, Drain Punch, Quash, Power Trip, Brick Break, Hammer Arm, Facade, Endeavor, Earthquake, Dig, Swagger, Rock Smash, Secret Power, Giga Impact, Thunder Punch, Snarl, Rock Tomb, Entrainment, Attract, Quick Guard, Dragon Claw, Round, Hyper Beam, Protect, Sunny Day, Fire Punch, Surf, Power-Up Punch, Snatch, Ice Punch, Confide, Toxic, Infestation, Me First, Uproar, Laser Focus, Rain Dance, Arm Thrust, Cut, Rest, Gunk Shot, Dual Chop, Grass Knot, Parting Shot, Iron Head, Retaliate, Strength, Sludge Bomb, Bulldoze, Echoed Voice, Substitute, Stone Edge, Roar, Helping Hand, Body Slam, Low Sweep, False Swipe, Storm Throw, Covet, Rock Slide, Dark Pulse, Aerial Ace, Circle Throw, Hidden Power, Sky Uppercut, Hone Claws, Stomping Tantrum, Double Team, X-Scissor, Frustration, Bulk Up, Leer, Focus Blast, Block, Work Up, Foul Play, Shadow Claw, Focus Punch, Sleep Talk, Torment, Fling, Thief, Slash, Snore, Hyper Voice",95,124,78,69,71,58,{'attack': 2},https://pokemondb.net/pokedex/pangoro,http://bulbapedia.bulbagarden.net/wiki/Pangoro_(Pok%C3%A9mon)
Furfrou,676,Furfrou is a Normal type Pokémon introduced in Generation 6. It is known as the Poodle Pokémon.,"Furfrou is a quadruped, canine Pokémon with thick, white fur that covers its black body apart from its paws and face. The fur is thicker and fluffier around its head and tail. It has round, red eyes with blue eyelids, a pointed snout with a round, light blue nose, and long rectangular ears. When its mouth is open, two pointed teeth can be seen on its upper jaw.

Furfrou is commonly seen with its fur trimmed and dyed into various styles. However, only those it trusts are allowed to cut its fur. In the past, aristocrats would even compete over who could trim its fur into the most exquisite style. Cutting its fur increases the swiftness of its movements. It used to guard the king in the ancient times of Kalos and is known to be loyal to its Trainer.
",1.2,28.0,6,,Fur Coat,,,,False,,"Cotton Guard, Odor Sleuth, Charge Beam, Toxic, Uproar, Iron Tail, Charm, Tackle, Tail Whip, Rain Dance, Wild Charge, Rest, Grass Knot, Last Resort, Retaliate, Zen Headbutt, Return, Baby-Doll Eyes, Mimic, Refresh, U-turn, Echoed Voice, Substitute, Take Down, Sucker Punch, Endeavor, Helping Hand, Roar, Sand Attack, Facade, Swagger, Dark Pulse, Dig, Bite, Rock Smash, Role Play, Secret Power, Captivate, Giga Impact, Hidden Power, Flash, Thunder Wave, Snarl, Double Team, Frustration, Round, Protect, Work Up, Sunny Day, Sleep Talk, Growl, Surf, Headbutt, Attract, Confide, Snore, Hyper Voice",75,80,60,65,90,102,{'speed': 1},https://pokemondb.net/pokedex/furfrou,http://bulbapedia.bulbagarden.net/wiki/Furfrou_(Pok%C3%A9mon)
Espurr,677,Espurr is a Psychic type Pokémon introduced in Generation 6. It is known as the Restraint Pokémon.,"Espurr is a bipedal, feline Pokémon. Its fur is a pale gray with white tips on its ears and white paws. There are tousled tufts of fur on its head, cheeks, shoulders, chest, and hips. It has wide, pale purple eyes with darker purple pupils, a tiny nose, and a small mouth. When its mouth is open, two pointed teeth can be seen on its upper jaw. Its tail is fluffy and slightly curled.

Espurr's ears are quite large in proportion to its body and folded. Beneath its ears are two ring-shaped yellow organs. These organs emit Espurr's intense psychic powers. It has no control over its power, and it would leak out if the ears were not sheltering the organs. It has enough psychic energy to create a blast radius of 300 feet (90 meters).
",0.3,3.5,6,,"Keen Eye, Infiltrator, Own Tempo",,,Meowstic,False,,"Charge Beam, Confusion, Signal Beam, Psychic, Iron Tail, Barrier, Shock Wave, Gravity, Zen Headbutt, Return, Recycle, Facade, Assist, Swagger, Psych Up, Role Play, Secret Power, Flash, Yawn, Attract, Round, Protect, Sunny Day, Fake Out, Safeguard, Snatch, Trick Room, Reflect, Confide, Heal Bell, Toxic, Rain Dance, Skill Swap, Cut, Rest, Ally Switch, Thunderbolt, Dream Eater, Echoed Voice, Substitute, Magic Coat, Helping Hand, Scratch, Covet, Dark Pulse, Calm Mind, Magic Room, Hidden Power, Telekinesis, Thunder Wave, Light Screen, Double Team, Psybeam, Energy Ball, Frustration, Trick, Leer, Disarming Voice, Work Up, Sleep Talk, Psyshock, Wonder Room, Torment, Payback, Snore",62,48,54,63,60,68,{'speed': 1},https://pokemondb.net/pokedex/espurr,http://bulbapedia.bulbagarden.net/wiki/Espurr_(Pok%C3%A9mon)
Male,678,Meowstic is a Psychic type Pokémon introduced in Generation 6. It is known as the Constraint Pokémon.,"Meowstic is a bipedal, feline Pokémon whose appearance differs drastically between genders. Both genders have two tails, folded ears, a small collar of fur around the neck, and a tuft of fur on top of the head.

The male Meowstic is predominantly dark blue. Its eyes are green with light blue sclerae. The tuft of fur between its ears is white and curves slightly to the side and the collar around its neck is white with several stray tufts of fur. It has pointed ears with white at the fold and on the tips of its ears; there is also a white ring near the tips of its ears. Its tails are also pointed with white tips and a white ring near the end. There is a tuft of fur on each hip and it has white paws. The female Meowstic is predominantly white. Its ears have no markings and curled tips and its eyes are red with yellow sclerae. The  tuft of fur on its head is blue and curled, as is the collar around its neck. Its tails are blue at the base and end in white, fluffy curls. There are blue, stocking-like markings around its paws and two tufts of fur on each hip.

The eye-like organs hidden under the fold of Meowstic's ears emit psychic energy powerful enough to obliterate a 10-ton truck. It usually keeps its ears folded in order to keep this power in check, but it will unleash this power if threatened.
",0.6,8.5,,,"Keen Eye, Infiltrator, Prankster",Espurr,,,False,,"Charge Beam, Confusion, Psychic, Signal Beam, Iron Tail, Charm, Barrier, Shock Wave, Gravity, Zen Headbutt, Return, Shadow Ball, Stored Power, Recycle, Sucker Punch, Facade, Dig, Assist, Swagger, Psych Up, Role Play, Secret Power, Giga Impact, Flash, Yawn, Attract, Quick Guard, Round, Hyper Beam, Protect, Sunny Day, Fake Out, Safeguard, Power-Up Punch, Snatch, Trick Room, Misty Terrain, Reflect, Magical Leaf, Confide, Heal Bell, Toxic, Me First, Extrasensory, Rain Dance, Skill Swap, Miracle Eye, Rest, Cut, Future Sight, Ally Switch, Thunderbolt, Dream Eater, Echoed Voice, Substitute, Magic Coat, Helping Hand, Scratch, Covet, Dark Pulse, Calm Mind, Magic Room, Hidden Power, Telekinesis, Imprison, Thunder Wave, Mean Look, Light Screen, Double Team, Psybeam, Energy Ball, Frustration, Trick, Leer, Disarming Voice, Work Up, Sleep Talk, Psyshock, Wonder Room, Torment, Payback, Snore",74,48,76,83,81,104,{'speed': 2},https://pokemondb.net/pokedex/meowstic,http://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)
Female,678,Meowstic is a Psychic type Pokémon introduced in Generation 6. It is known as the Constraint Pokémon.,"Meowstic is a bipedal, feline Pokémon whose appearance differs drastically between genders. Both genders have two tails, folded ears, a small collar of fur around the neck, and a tuft of fur on top of the head.

The male Meowstic is predominantly dark blue. Its eyes are green with light blue sclerae. The tuft of fur between its ears is white and curves slightly to the side and the collar around its neck is white with several stray tufts of fur. It has pointed ears with white at the fold and on the tips of its ears; there is also a white ring near the tips of its ears. Its tails are also pointed with white tips and a white ring near the end. There is a tuft of fur on each hip and it has white paws. The female Meowstic is predominantly white. Its ears have no markings and curled tips and its eyes are red with yellow sclerae. The  tuft of fur on its head is blue and curled, as is the collar around its neck. Its tails are blue at the base and end in white, fluffy curls. There are blue, stocking-like markings around its paws and two tufts of fur on each hip.

The eye-like organs hidden under the fold of Meowstic's ears emit psychic energy powerful enough to obliterate a 10-ton truck. It usually keeps its ears folded in order to keep this power in check, but it will unleash this power if threatened.
",0.6,8.5,,,"Keen Eye, Infiltrator, Competitive",Espurr,,,False,,"Charge Beam, Confusion, Psychic, Signal Beam, Iron Tail, Charm, Barrier, Shock Wave, Gravity, Zen Headbutt, Return, Shadow Ball, Stored Power, Recycle, Sucker Punch, Facade, Dig, Assist, Swagger, Psych Up, Role Play, Secret Power, Giga Impact, Flash, Yawn, Attract, Quick Guard, Round, Hyper Beam, Protect, Sunny Day, Fake Out, Safeguard, Power-Up Punch, Snatch, Trick Room, Misty Terrain, Reflect, Magical Leaf, Confide, Heal Bell, Toxic, Me First, Extrasensory, Rain Dance, Skill Swap, Miracle Eye, Rest, Cut, Future Sight, Ally Switch, Thunderbolt, Dream Eater, Echoed Voice, Substitute, Magic Coat, Helping Hand, Scratch, Covet, Dark Pulse, Calm Mind, Magic Room, Hidden Power, Telekinesis, Imprison, Thunder Wave, Mean Look, Light Screen, Double Team, Psybeam, Energy Ball, Frustration, Trick, Leer, Disarming Voice, Work Up, Sleep Talk, Psyshock, Wonder Room, Torment, Payback, Snore",74,48,76,83,81,104,{'speed': 2},https://pokemondb.net/pokedex/meowstic,http://bulbapedia.bulbagarden.net/wiki/Meowstic_(Pok%C3%A9mon)
Honedge,679,Honedge is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Sword Pokémon.,"Honedge is a Pokémon that resembles a sword from the medieval times. Its body is a silver sword with a light gray hilt. Embedded in the hilt is a blue gem with a dark center that appears to be its eye. Attached to the pommel is a long, dark blue cloth with a swirl design in lighter blue at the tip; the tip of the sash splits into four tassels. The sash is known to suck the life energy out of anyone who dares to grab it by the hilt. Honedge's sheath is dark brown with curved lines resembling a triquetra across its surface. Near the top of the sheath are white teeth-like markings and rings with white centers that resemble eyes. A third ring extends onto the hilt and encircles its actual eye.

",0.8,2.0,6,"Steel, Ghost",No Guard,,,Doublade,False,,"Brutal Swing, Toxic, Laser Focus, Tackle, Pursuit, Rain Dance, Cut, Rest, Shock Wave, After You, Iron Head, Retaliate, Return, Swords Dance, Spite, Iron Defense, Substitute, Brick Break, Facade, Destiny Bond, Sacred Sword, Rock Slide, False Swipe, Swagger, Wide Guard, Aerial Ace, Flash Cannon, Rock Smash, Autotomize, Secret Power, Night Slash, Hidden Power, Double Team, Magnet Rise, Frustration, Power Trick, Metal Sound, Protect, Confide, Gyro Ball, Shadow Claw, Sleep Talk, Shadow Sneak, Reflect, Attract, Slash, Fury Cutter, Snore",45,80,100,35,37,28,{'defense': 1},https://pokemondb.net/pokedex/honedge,http://bulbapedia.bulbagarden.net/wiki/Honedge_(Pok%C3%A9mon)
Doublade,680,Doublade is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Sword Pokémon.,"Doublade is a Pokémon composed of two swords. Each sword has a silver blade and a light gray hilt. Embedded in each hilt is a single, pink gem with a dark center that appears to be an eye. Attached to each pummel is a long, dark purple sash with a pink swirl pattern on the tip; the tip of the sashes split into four tassels. Doublade has two sheathes that are attached to a plaque. The sheathes are varying shades of brown with lines forming a triquetra pattern across the front. Near the top of each sheath are white teeth-like markings and rings with white centers that resemble eyes. A third ring extends onto the hilt and encircles the actual eye. The swords are able to communicate telepathically, and they use this ability to carry out complex attacks that are unstoppable even by those skilled at swordplay.
",0.8,4.5,6,"Steel, Ghost",No Guard,Honedge,(Level 35),Aegislash,False,,"Brutal Swing, Toxic, Laser Focus, Tackle, Pursuit, Rain Dance, Cut, Rest, Shock Wave, After You, Iron Head, Retaliate, Return, Swords Dance, Spite, Iron Defense, Substitute, Brick Break, Facade, Destiny Bond, Sacred Sword, Rock Slide, False Swipe, Swagger, Wide Guard, Aerial Ace, Flash Cannon, Rock Smash, Autotomize, Secret Power, Night Slash, Hidden Power, Double Team, Magnet Rise, Frustration, Power Trick, Metal Sound, Protect, Confide, Gyro Ball, Shadow Claw, Sleep Talk, Shadow Sneak, Reflect, Attract, Slash, Fury Cutter, Snore",59,110,150,45,49,35,{'defense': 2},https://pokemondb.net/pokedex/doublade,http://bulbapedia.bulbagarden.net/wiki/Doublade_(Pok%C3%A9mon)
Blade Forme,681,Aegislash is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Royal Sword Pokémon.,"Aegislash is a Pokémon whose body resembles a golden sword. The edge of the blade is white and somewhat serrated near the tip. Where the blade meets the hilt is a single, purple eye with a white slit pupil surrounded by black space. The handle forms a thick, striated spike. Two cloth-like arms emerge from the sides of the hilt. Each arm is primarily black and transitions to a pale purple with a slight swirl pattern at the tip. The sash-like arms split into four tassels at the tips. It always carries an ornate shield in at least one of its arms. The shield is gold and has three brown rings surrounded by black in the middle. It also has a brown rim with three lines radiating toward the center.

Aegislash is capable of changing its stance in the middle of battle using its Ability Stance Change, depending on what moves it uses. It carries out offensive moves in its Blade Forme. In this form, it carries its shield in its left arm and exposes its blade, which it uses to slash its opponents. Defensive moves are performed in its Shield Forme. In this form, it holds its shield up in front of its blade with both of its arms crossed behind the shield. In this form, the centers of the rings on its shield are white.

Aegislash is said to be able to detect the innate qualities of leadership; legend has it that whoever it recognizes as a worthy leader is destined to become king. In fact, this Pokémon has attended and served generations of kings. It is also known to use its spectral power to manipulate people and Pokémon alike. Aegislash is the only known Pokémon that can learn King's Shield.
",1.7,53.0,,"Steel, Ghost",Stance Change,Doublade,,,False,,"Brutal Swing, Toxic, Laser Focus, Tackle, Pursuit, Rain Dance, Cut, Rest, Shock Wave, After You, Iron Head, Retaliate, Return, Shadow Ball, Swords Dance, Spite, Iron Defense, Substitute, Brick Break, Facade, Destiny Bond, Sacred Sword, Rock Slide, False Swipe, Swagger, King's Shield, Aerial Ace, Flash Cannon, Rock Smash, Autotomize, Secret Power, Giga Impact, Night Slash, Hidden Power, Double Team, Magnet Rise, Head Smash, Frustration, Power Trick, Metal Sound, Round, Block, Hyper Beam, Protect, Sunny Day, Gyro Ball, Confide, Shadow Claw, Fury Cutter, Sleep Talk, Shadow Sneak, Reflect, Attract, Slash, Wide Guard, Snore",60,150,50,150,50,60,"{'attack': 2, 'sp_attack': 1}",https://pokemondb.net/pokedex/aegislash,http://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)
Shield Forme,681,Aegislash is a Steel/Ghost type Pokémon introduced in Generation 6. It is known as the Royal Sword Pokémon.,"Aegislash is a Pokémon whose body resembles a golden sword. The edge of the blade is white and somewhat serrated near the tip. Where the blade meets the hilt is a single, purple eye with a white slit pupil surrounded by black space. The handle forms a thick, striated spike. Two cloth-like arms emerge from the sides of the hilt. Each arm is primarily black and transitions to a pale purple with a slight swirl pattern at the tip. The sash-like arms split into four tassels at the tips. It always carries an ornate shield in at least one of its arms. The shield is gold and has three brown rings surrounded by black in the middle. It also has a brown rim with three lines radiating toward the center.

Aegislash is capable of changing its stance in the middle of battle using its Ability Stance Change, depending on what moves it uses. It carries out offensive moves in its Blade Forme. In this form, it carries its shield in its left arm and exposes its blade, which it uses to slash its opponents. Defensive moves are performed in its Shield Forme. In this form, it holds its shield up in front of its blade with both of its arms crossed behind the shield. In this form, the centers of the rings on its shield are white.

Aegislash is said to be able to detect the innate qualities of leadership; legend has it that whoever it recognizes as a worthy leader is destined to become king. In fact, this Pokémon has attended and served generations of kings. It is also known to use its spectral power to manipulate people and Pokémon alike. Aegislash is the only known Pokémon that can learn King's Shield.
",1.7,53.0,,"Steel, Ghost",Stance Change,Doublade,,,False,,"Brutal Swing, Toxic, Laser Focus, Tackle, Pursuit, Rain Dance, Cut, Rest, Shock Wave, After You, Iron Head, Retaliate, Return, Shadow Ball, Swords Dance, Spite, Iron Defense, Substitute, Brick Break, Facade, Destiny Bond, Sacred Sword, Rock Slide, False Swipe, Swagger, King's Shield, Aerial Ace, Flash Cannon, Rock Smash, Autotomize, Secret Power, Giga Impact, Night Slash, Hidden Power, Double Team, Magnet Rise, Head Smash, Frustration, Power Trick, Metal Sound, Round, Block, Hyper Beam, Protect, Sunny Day, Gyro Ball, Confide, Shadow Claw, Fury Cutter, Sleep Talk, Shadow Sneak, Reflect, Attract, Slash, Wide Guard, Snore",60,50,150,50,150,60,"{'defense': 2, 'sp_defense': 1}",https://pokemondb.net/pokedex/aegislash,http://bulbapedia.bulbagarden.net/wiki/Aegislash_(Pok%C3%A9mon)
Spritzee,682,Spritzee is a Fairy type Pokémon introduced in Generation 6. It is known as the Perfume Pokémon.,"Spritzee is a pink, avian Pokémon. Most of its face is taken up by its white, slightly curved beak, which slightly resembles a plague doctor’s mask. It has red-orange eyes with long black lashes. On top of its head is a curly tuft of feathers and it has small wings. Its feet are light purple with no visible digits. Spritzee emits a scent that varies based on its diet and enraptures those around it. In the past, royal ladies carried Spritzee with them instead of using perfume.
",0.2,0.5,6,,"Healer, Aroma Veil",,,Aromatisse,False,,"Charge Beam, Odor Sleuth, Fairy Wind, Psychic, Toxic, Charm, Rain Dance, Skill Swap, Rest, After You, Ally Switch, Flail, Sweet Scent, Thunderbolt, Disable, Return, Refresh, Dream Eater, Echoed Voice, Substitute, Magic Coat, Sweet Kiss, Dazzling Gleam, Helping Hand, Endeavor, Facade, Covet, Swagger, Psych Up, Calm Mind, Flash Cannon, Moonblast, Nasty Plot, Captivate, Secret Power, Hidden Power, Telekinesis, Flash, Light Screen, Double Team, Energy Ball, Frustration, Draining Kiss, Round, Protect, Disarming Voice, Sunny Day, Aromatherapy, Gyro Ball, Confide, Sleep Talk, Torment, Trick Room, Misty Terrain, Reflect, Attract, Heal Bell, Snore, Wish",78,52,60,63,65,23,{'health': 1},https://pokemondb.net/pokedex/spritzee,http://bulbapedia.bulbagarden.net/wiki/Spritzee_(Pok%C3%A9mon)
Aromatisse,683,Aromatisse is a Fairy type Pokémon introduced in Generation 6. It is known as the Fragrance Pokémon.,"Aromatisse is a bipedal, avian Pokémon. Its body is covered with fluffy purple feathers and around its lower body is an even fluffier mass of pink feathers. There is a black bow on its lower back. It has a white face with a small, curved beak that resembles a mask used by plague doctors or a masquerade mask. Its eyes are black with red sclerae and pupils and full, black lashes. It has feathery ears with yellow centers. Each hand three yellow claws and it has paw-like feet with three toes. Aromatisse can give off a variety of different smells ranging from a pleasant fragrance to an odor so repugnant that it can turn a battle in its favor. In the past, Aromatic Mist was its signature move.
",0.8,15.5,6,,"Healer, Aroma Veil",Spritzee,(trade holding Sachet),,False,,"Charge Beam, Odor Sleuth, Fairy Wind, Psychic, Charm, After You, Flail, Sweet Scent, Return, Refresh, Aromatic Mist, Drain Punch, Sweet Kiss, Endeavor, Facade, Swagger, Psych Up, Flash Cannon, Secret Power, Nasty Plot, Captivate, Giga Impact, Flash, Round, Hyper Beam, Protect, Sunny Day, Thunder, Trick Room, Misty Terrain, Reflect, Confide, Heal Bell, Toxic, Wish, Rain Dance, Skill Swap, Rest, Ally Switch, Thunderbolt, Disable, Dream Eater, Echoed Voice, Substitute, Magic Coat, Dazzling Gleam, Helping Hand, Covet, Calm Mind, Moonblast, Hidden Power, Telekinesis, Light Screen, Double Team, Energy Ball, Frustration, Draining Kiss, Disarming Voice, Aromatherapy, Gyro Ball, Heal Pulse, Sleep Talk, Psyshock, Torment, Attract, Snore",101,72,72,99,89,29,{'health': 2},https://pokemondb.net/pokedex/aromatisse,http://bulbapedia.bulbagarden.net/wiki/Aromatisse_(Pok%C3%A9mon)
Swirlix,684,Swirlix is a Fairy type Pokémon introduced in Generation 6. It is known as the Cotton Candy Pokémon.,"Swirlix is a small, round Pokémon covered with fluffy white fur. It has reddish pink eyes with white pupils, round ears with light pink tips, a tiny reddish pink nose, and is often seen with its tongue poking out of the corner of its mouth. In between its ears is a more prominent tuft of fur. Poking out of the bottom of its fur is its light pink tail. Its feet are usually tucked up in its fur, but when they are visible, they are seen to be a light pink and have three toes. Swirlix only eats sweets, which makes its fur as sticky as cotton candy. It can entangle its opponents with white sticky thread.

",0.4,3.5,6,,"Sweet Veil, Unburden",,,Slurpuff,False,,"Cotton Guard, Fairy Wind, Toxic, Psychic, Tackle, Rain Dance, Rest, After You, Sweet Scent, Thunderbolt, Play Rough, Copycat, Return, Dream Eater, Substitute, Magic Coat, Dazzling Gleam, Helping Hand, Endeavor, Facade, Covet, Swagger, Psych Up, Cotton Spore, Belly Drum, Calm Mind, Secret Power, Fake Tears, Hidden Power, Flash, Yawn, Play Nice, Light Screen, Double Team, Energy Ball, Frustration, Draining Kiss, Sticky Web, Round, Protect, Sunny Day, Aromatherapy, Confide, Safeguard, Flamethrower, Sleep Talk, Surf, Gastro Acid, Thief, Attract, Heal Bell, Snore, Wish",62,48,66,59,57,49,{'defense': 1},https://pokemondb.net/pokedex/swirlix,http://bulbapedia.bulbagarden.net/wiki/Swirlix_(Pok%C3%A9mon)
Slurpuff,685,Slurpuff is a Fairy type Pokémon introduced in Generation 6. It is known as the Meringue Pokémon.,"Slurpuff is a white, bipedal Pokémon. It has reddish pink eyes with white pupils and is usually seen with its tongue poking out of the corner of its mouth. On top of its head  is a mass of fluffy pink fur with a red sphere on top. On either side of its head, its pink fur forms a spherical shape similar to ears. Around its neck is a wavy, red collar and there is a red spot on the left side of its chest. It has small, pink feet with three toes and stubby arms. Slurpuff has an exceptionally keen sense of smell that is 100 million times stronger than that of a human. This allows it to distinguish even the faintest of smells.
",0.8,5.0,6,,"Sweet Veil, Unburden",Swirlix,(trade holding Whipped Dream),,False,,"Cotton Guard, Fairy Wind, Toxic, Psychic, Tackle, Rain Dance, Rest, After You, Sweet Scent, Thunderbolt, Play Rough, Copycat, Return, Dream Eater, Substitute, Drain Punch, Magic Coat, Dazzling Gleam, Helping Hand, Endeavor, Facade, Covet, Swagger, Psych Up, Cotton Spore, Belly Drum, Calm Mind, Secret Power, Fake Tears, Giga Impact, Hidden Power, Flash, Yawn, Play Nice, Light Screen, Double Team, Energy Ball, Frustration, Draining Kiss, Sticky Web, Round, Hyper Beam, Protect, Sunny Day, Aromatherapy, Confide, Safeguard, Flamethrower, Sleep Talk, Surf, Gastro Acid, Thief, Attract, Heal Bell, Snore, Wish",82,80,86,85,75,72,{'defense': 2},https://pokemondb.net/pokedex/slurpuff,http://bulbapedia.bulbagarden.net/wiki/Slurpuff_(Pok%C3%A9mon)
